"year","country","region","religion","population"
2010,El Salvador,Latin America-Caribbean,Unaffiliated Religions,680000.0
2010,El Salvador,Latin America-Caribbean,Hinduism,0.0
2010,El Salvador,Latin America-Caribbean,Buddhism,0.0
2010,El Salvador,Latin America-Caribbean,Folk Religions,30000.0
2010,El Salvador,Latin America-Caribbean,Other Religions,20000.0
2010,El Salvador,Latin America-Caribbean,Judaism,0.0
2010,Equatorial Guinea,Sub-Saharan Africa,Christianity,620000.0
2010,Equatorial Guinea,Sub-Saharan Africa,Islam,30000.0
2010,Equatorial Guinea,Sub-Saharan Africa,Unaffiliated Religions,30000.0
2010,Equatorial Guinea,Sub-Saharan Africa,Hinduism,0.0
2010,Equatorial Guinea,Sub-Saharan Africa,Buddhism,0.0
2010,Equatorial Guinea,Sub-Saharan Africa,Folk Religions,10000.0
2010,Equatorial Guinea,Sub-Saharan Africa,Other Religions,0.0
2010,Equatorial Guinea,Sub-Saharan Africa,Judaism,0.0
2010,Eritrea,Sub-Saharan Africa,Christianity,3310000.0
2010,Eritrea,Sub-Saharan Africa,Islam,1920000.0
2010,Eritrea,Sub-Saharan Africa,Unaffiliated Religions,0.0
2010,Eritrea,Sub-Saharan Africa,Hinduism,0.0
2010,Eritrea,Sub-Saharan Africa,Buddhism,0.0
2010,Eritrea,Sub-Saharan Africa,Folk Religions,20000.0
2010,Eritrea,Sub-Saharan Africa,Other Religions,0.0
2010,Eritrea,Sub-Saharan Africa,Judaism,0.0
2010,Estonia,Europe,Christianity,540000.0
2010,Estonia,Europe,Islam,0.0
2010,Estonia,Europe,Unaffiliated Religions,800000.0
2010,Estonia,Europe,Hinduism,0.0
2010,Estonia,Europe,Buddhism,0.0
2010,Estonia,Europe,Folk Religions,0.0
2010,Estonia,Europe,Other Religions,0.0
2010,Estonia,Europe,Judaism,0.0
2010,Ethiopia,Sub-Saharan Africa,Christianity,52070000
2010,Ethiopia,Sub-Saharan Africa,Islam,28680000
2010,Ethiopia,Sub-Saharan Africa,Unaffiliated Religions,50000.0
2010,Ethiopia,Sub-Saharan Africa,Hinduism,0.0
2010,Ethiopia,Sub-Saharan Africa,Buddhism,0.0
2010,Ethiopia,Sub-Saharan Africa,Folk Religions,2130000.0
2010,Ethiopia,Sub-Saharan Africa,Other Religions,0.0
2010,Ethiopia,Sub-Saharan Africa,Judaism,0.0
2010,Faeroe Islands,Europe,Christianity,50000.0
2010,Faeroe Islands,Europe,Islam,0.0
2010,Faeroe Islands,Europe,Unaffiliated Religions,0.0
2010,Faeroe Islands,Europe,Hinduism,0.0
2010,Faeroe Islands,Europe,Buddhism,0.0
2010,Faeroe Islands,Europe,Folk Religions,0.0
2010,Faeroe Islands,Europe,Other Religions,0.0
2010,Faeroe Islands,Europe,Judaism,0.0
2010,Fiji,Asia-Pacific,Christianity,550000.0
2010,Fiji,Asia-Pacific,Islam,50000.0
2010,Fiji,Asia-Pacific,Unaffiliated Religions,0.0
2010,Fiji,Asia-Pacific,Hinduism,240000.0
2010,Fiji,Asia-Pacific,Buddhism,0.0
2010,Fiji,Asia-Pacific,Folk Religions,0.0
2010,Fiji,Asia-Pacific,Other Religions,0.0
2010,Fiji,Asia-Pacific,Judaism,0.0
2010,Finland,Europe,Christianity,4300000.0
2010,Finland,Europe,Islam,40000.0
2010,Finland,Europe,Unaffiliated Religions,1020000.0
2010,Finland,Europe,Hinduism,0.0
2010,Finland,Europe,Buddhism,0.0
2010,Finland,Europe,Folk Religions,0.0
2010,Finland,Europe,Other Religions,0.0
2010,Finland,Europe,Judaism,0.0
2010,France,Europe,Christianity,39560000
2010,France,Europe,Islam,4710000.0
2010,France,Europe,Unaffiliated Religions,17580000
2010,France,Europe,Hinduism,30000.0
2010,France,Europe,Buddhism,280000.0
2010,France,Europe,Folk Religions,220000.0
2010,France,Europe,Other Religions,100000.0
2010,France,Europe,Judaism,310000.0
2010,French Guiana,Latin America-Caribbean,Christianity,200000.0
2010,French Guiana,Latin America-Caribbean,Islam,0.0
2010,French Guiana,Latin America-Caribbean,Unaffiliated Religions,0.0
2010,French Guiana,Latin America-Caribbean,Hinduism,0.0
2010,French Guiana,Latin America-Caribbean,Buddhism,0.0
2010,French Guiana,Latin America-Caribbean,Folk Religions,20000.0
2010,French Guiana,Latin America-Caribbean,Other Religions,0.0
2010,French Guiana,Latin America-Caribbean,Judaism,0.0
2010,French Polynesia,Asia-Pacific,Christianity,250000.0
2010,French Polynesia,Asia-Pacific,Islam,0.0
2010,French Polynesia,Asia-Pacific,Unaffiliated Religions,10000.0
2010,French Polynesia,Asia-Pacific,Hinduism,0.0
2010,French Polynesia,Asia-Pacific,Buddhism,0.0
2010,French Polynesia,Asia-Pacific,Folk Religions,0.0
2010,French Polynesia,Asia-Pacific,Other Religions,0.0
2010,French Polynesia,Asia-Pacific,Judaism,0.0
2010,Gabon,Sub-Saharan Africa,Christianity,1150000.0
2010,Gabon,Sub-Saharan Africa,Islam,170000.0
2010,Gabon,Sub-Saharan Africa,Unaffiliated Religions,80000.0
2010,Gabon,Sub-Saharan Africa,Hinduism,0.0
2010,Gabon,Sub-Saharan Africa,Buddhism,0.0
2010,Gabon,Sub-Saharan Africa,Folk Religions,90000.0
2010,Gabon,Sub-Saharan Africa,Other Religions,0.0
2010,Gabon,Sub-Saharan Africa,Judaism,0.0
2010,Gambia,Sub-Saharan Africa,Christianity,80000.0
2010,Gambia,Sub-Saharan Africa,Islam,1640000.0
2010,Gambia,Sub-Saharan Africa,Unaffiliated Religions,0.0
2010,Gambia,Sub-Saharan Africa,Hinduism,0.0
2010,Gambia,Sub-Saharan Africa,Buddhism,0.0
2010,Gambia,Sub-Saharan Africa,Folk Religions,0.0
2010,Gambia,Sub-Saharan Africa,Other Religions,0.0
2010,Gambia,Sub-Saharan Africa,Judaism,0.0
2010,Georgia,Europe,Christianity,3850000.0
2010,Georgia,Europe,Islam,470000.0
2010,Georgia,Europe,Unaffiliated Religions,30000.0
2010,Georgia,Europe,Hinduism,0.0
2010,Georgia,Europe,Buddhism,0.0
2010,Georgia,Europe,Folk Religions,0.0
2010,Georgia,Europe,Other Religions,0.0
2010,Georgia,Europe,Judaism,0.0
2010,Germany,Europe,Christianity,56540000
2010,Germany,Europe,Islam,4760000.0
2010,Germany,Europe,Unaffiliated Religions,20350000
2010,Germany,Europe,Hinduism,80000.0
2010,Germany,Europe,Buddhism,210000.0
2010,Germany,Europe,Folk Religions,40000.0
2010,Germany,Europe,Other Religions,100000.0
2010,Germany,Europe,Judaism,230000.0
2010,Ghana,Sub-Saharan Africa,Christianity,18260000
2010,Ghana,Sub-Saharan Africa,Islam,3860000.0
2010,Ghana,Sub-Saharan Africa,Unaffiliated Religions,1020000.0
2010,Ghana,Sub-Saharan Africa,Hinduism,0.0
2010,Ghana,Sub-Saharan Africa,Buddhism,0.0
2010,Ghana,Sub-Saharan Africa,Folk Religions,1200000.0
2010,Ghana,Sub-Saharan Africa,Other Religions,40000.0
2010,Ghana,Sub-Saharan Africa,Judaism,0.0
2010,Gibraltar,Europe,Christianity,30000.0
2010,Gibraltar,Europe,Islam,0.0
2010,Gibraltar,Europe,Unaffiliated Religions,0.0
2010,Gibraltar,Europe,Hinduism,0.0
2010,Gibraltar,Europe,Buddhism,0.0
2010,Gibraltar,Europe,Folk Religions,0.0
2010,Gibraltar,Europe,Other Religions,0.0
2010,Gibraltar,Europe,Judaism,0.0
2010,Greece,Europe,Christianity,10010000
2010,Greece,Europe,Islam,610000.0
2010,Greece,Europe,Unaffiliated Religions,700000.0
2010,Greece,Europe,Hinduism,20000.0
2010,Greece,Europe,Buddhism,0.0
2010,Greece,Europe,Folk Religions,10000.0
2010,Greece,Europe,Other Religions,0.0
2010,Greece,Europe,Judaism,0.0
2010,Greenland,North America,Christianity,50000.0
2010,Greenland,North America,Islam,0.0
2010,Greenland,North America,Unaffiliated Religions,0.0
2010,Greenland,North America,Hinduism,0.0
2010,Greenland,North America,Buddhism,0.0
2010,Greenland,North America,Folk Religions,0.0
2010,Greenland,North America,Other Religions,0.0
2010,Greenland,North America,Judaism,0.0
2010,Grenada,Latin America-Caribbean,Christianity,100000.0
2010,Grenada,Latin America-Caribbean,Islam,0.0
2010,Grenada,Latin America-Caribbean,Unaffiliated Religions,0.0
2010,Grenada,Latin America-Caribbean,Hinduism,0.0
2010,Grenada,Latin America-Caribbean,Buddhism,0.0
2010,Grenada,Latin America-Caribbean,Folk Religions,0.0
2010,Grenada,Latin America-Caribbean,Other Religions,0.0
2010,Grenada,Latin America-Caribbean,Judaism,0.0
2010,Guadeloupe,Latin America-Caribbean,Christianity,440000.0
2010,Guadeloupe,Latin America-Caribbean,Islam,0.0
2010,Guadeloupe,Latin America-Caribbean,Unaffiliated Religions,10000.0
2010,Guadeloupe,Latin America-Caribbean,Hinduism,0.0
2010,Guadeloupe,Latin America-Caribbean,Buddhism,0.0
2010,Guadeloupe,Latin America-Caribbean,Folk Religions,0.0
2010,Guadeloupe,Latin America-Caribbean,Other Religions,0.0
2010,Guadeloupe,Latin America-Caribbean,Judaism,0.0
2010,Guam,Asia-Pacific,Christianity,170000.0
2010,Guam,Asia-Pacific,Islam,0.0
2010,Guam,Asia-Pacific,Unaffiliated Religions,0.0
2010,Guam,Asia-Pacific,Hinduism,0.0
2010,Guam,Asia-Pacific,Buddhism,0.0
2010,Guam,Asia-Pacific,Folk Religions,0.0
2010,Guam,Asia-Pacific,Other Religions,0.0
2010,Guam,Asia-Pacific,Judaism,0.0
2010,Guatemala,Latin America-Caribbean,Christianity,13690000
2010,Guatemala,Latin America-Caribbean,Islam,0.0
2010,Guatemala,Latin America-Caribbean,Unaffiliated Religions,590000.0
2010,Guatemala,Latin America-Caribbean,Hinduism,0.0
2010,Guatemala,Latin America-Caribbean,Buddhism,0.0
2010,Guatemala,Latin America-Caribbean,Folk Religions,80000.0
2010,Guatemala,Latin America-Caribbean,Other Religions,10000.0
2010,Guatemala,Latin America-Caribbean,Judaism,0.0
2010,Guinea,Sub-Saharan Africa,Christianity,1090000.0
2010,Guinea,Sub-Saharan Africa,Islam,8430000.0
2010,Guinea,Sub-Saharan Africa,Unaffiliated Religions,180000.0
2010,Guinea,Sub-Saharan Africa,Hinduism,0.0
2010,Guinea,Sub-Saharan Africa,Buddhism,0.0
2010,Guinea,Sub-Saharan Africa,Folk Religions,270000.0
2010,Guinea,Sub-Saharan Africa,Other Religions,0.0
2010,Guinea,Sub-Saharan Africa,Judaism,0.0
2010,Guinea-Bissau,Sub-Saharan Africa,Christianity,300000.0
2010,Guinea-Bissau,Sub-Saharan Africa,Islam,680000.0
2010,Guinea-Bissau,Sub-Saharan Africa,Unaffiliated Religions,70000.0
2010,Guinea-Bissau,Sub-Saharan Africa,Hinduism,0.0
2010,Guinea-Bissau,Sub-Saharan Africa,Buddhism,0.0
2010,Guinea-Bissau,Sub-Saharan Africa,Folk Religions,470000.0
2010,Guinea-Bissau,Sub-Saharan Africa,Other Religions,0.0
2010,Guinea-Bissau,Sub-Saharan Africa,Judaism,0.0
2010,Guyana,Latin America-Caribbean,Christianity,500000.0
2010,Guyana,Latin America-Caribbean,Islam,50000.0
2010,Guyana,Latin America-Caribbean,Unaffiliated Religions,10000.0
2010,Guyana,Latin America-Caribbean,Hinduism,190000.0
2010,Guyana,Latin America-Caribbean,Buddhism,0.0
2010,Guyana,Latin America-Caribbean,Folk Religions,0.0
2010,Guyana,Latin America-Caribbean,Other Religions,0.0
2010,Guyana,Latin America-Caribbean,Judaism,0.0
2010,Haiti,Latin America-Caribbean,Christianity,8690000.0
2010,Haiti,Latin America-Caribbean,Islam,0.0
2010,Haiti,Latin America-Caribbean,Unaffiliated Religions,1060000.0
2010,Haiti,Latin America-Caribbean,Hinduism,0.0
2010,Haiti,Latin America-Caribbean,Buddhism,0.0
2010,Haiti,Latin America-Caribbean,Folk Religions,220000.0
2010,Haiti,Latin America-Caribbean,Other Religions,30000.0
2010,Haiti,Latin America-Caribbean,Judaism,0.0
2010,Honduras,Latin America-Caribbean,Christianity,6660000.0
2010,Honduras,Latin America-Caribbean,Islam,10000.0
2010,Honduras,Latin America-Caribbean,Unaffiliated Religions,790000.0
2010,Honduras,Latin America-Caribbean,Hinduism,0.0
2010,Honduras,Latin America-Caribbean,Buddhism,0.0
2010,Honduras,Latin America-Caribbean,Folk Religions,80000.0
2010,Honduras,Latin America-Caribbean,Other Religions,40000.0
2010,Honduras,Latin America-Caribbean,Judaism,0.0
2010,Hong Kong,Asia-Pacific,Christianity,1010000.0
2010,Hong Kong,Asia-Pacific,Islam,130000.0
2010,Hong Kong,Asia-Pacific,Unaffiliated Religions,3950000.0
2010,Hong Kong,Asia-Pacific,Hinduism,30000.0
2010,Hong Kong,Asia-Pacific,Buddhism,930000.0
2010,Hong Kong,Asia-Pacific,Folk Religions,900000.0
2010,Hong Kong,Asia-Pacific,Other Religions,110000.0
2010,Hong Kong,Asia-Pacific,Judaism,0.0
2010,Hungary,Europe,Christianity,8090000.0
2010,Hungary,Europe,Islam,0.0
2010,Hungary,Europe,Unaffiliated Religions,1860000.0
2010,Hungary,Europe,Hinduism,0.0
2010,Hungary,Europe,Buddhism,0.0
2010,Hungary,Europe,Folk Religions,0.0
2010,Hungary,Europe,Other Religions,0.0
2010,Hungary,Europe,Judaism,10000.0
2010,Iceland,Europe,Christianity,300000.0
2010,Iceland,Europe,Islam,0.0
2010,Iceland,Europe,Unaffiliated Religions,10000.0
2010,Iceland,Europe,Hinduism,0.0
2010,Iceland,Europe,Buddhism,0.0
2010,Iceland,Europe,Folk Religions,0.0
2010,Iceland,Europe,Other Religions,0.0
2010,Iceland,Europe,Judaism,0.0
2010,India,Asia-Pacific,Christianity,31130000
2010,India,Asia-Pacific,Islam,176200000
2010,India,Asia-Pacific,Unaffiliated Religions,870000.0
2010,India,Asia-Pacific,Hinduism,973750000
2010,India,Asia-Pacific,Buddhism,9250000.0
2010,India,Asia-Pacific,Folk Religions,5850000.0
2010,India,Asia-Pacific,Other Religions,27560000
2010,India,Asia-Pacific,Judaism,10000.0
2010,Indonesia,Asia-Pacific,Christianity,23660000
2010,Indonesia,Asia-Pacific,Islam,209120000
2010,Indonesia,Asia-Pacific,Unaffiliated Religions,240000.0
2010,Indonesia,Asia-Pacific,Hinduism,4050000.0
2010,Indonesia,Asia-Pacific,Buddhism,1720000.0
2010,Indonesia,Asia-Pacific,Folk Religions,750000.0
2010,Indonesia,Asia-Pacific,Other Religions,340000.0
2010,Indonesia,Asia-Pacific,Judaism,0.0
2010,Iran,Asia-Pacific,Christianity,110000.0
2010,Iran,Asia-Pacific,Islam,73570000
2010,Iran,Asia-Pacific,Unaffiliated Religions,110000.0
2010,Iran,Asia-Pacific,Hinduism,20000.0
2010,Iran,Asia-Pacific,Buddhism,0.0
2010,Iran,Asia-Pacific,Folk Religions,0.0
2010,Iran,Asia-Pacific,Other Religions,150000.0
2010,Iran,Asia-Pacific,Judaism,0.0
2010,Iraq,Middle East-North Africa,Christianity,270000.0
2010,Iraq,Middle East-North Africa,Islam,31340000
2010,Iraq,Middle East-North Africa,Unaffiliated Religions,40000.0
2010,Iraq,Middle East-North Africa,Hinduism,0.0
2010,Iraq,Middle East-North Africa,Buddhism,0.0
2010,Iraq,Middle East-North Africa,Folk Religions,0.0
2010,Iraq,Middle East-North Africa,Other Religions,20000.0
2010,Iraq,Middle East-North Africa,Judaism,0.0
2010,Ireland,Europe,Christianity,4110000.0
2010,Ireland,Europe,Islam,50000.0
2010,Ireland,Europe,Unaffiliated Religions,280000.0
2010,Ireland,Europe,Hinduism,10000.0
2010,Ireland,Europe,Buddhism,0.0
2010,Ireland,Europe,Folk Religions,0.0
2010,Ireland,Europe,Other Religions,0.0
2010,Ireland,Europe,Judaism,0.0
2010,Isle of Man,Europe,Christianity,70000.0
2010,Isle of Man,Europe,Islam,0.0
2010,Isle of Man,Europe,Unaffiliated Religions,10000.0
2010,Isle of Man,Europe,Hinduism,0.0
2010,Isle of Man,Europe,Buddhism,0.0
2010,Isle of Man,Europe,Folk Religions,0.0
2010,Isle of Man,Europe,Other Religions,0.0
2010,Isle of Man,Europe,Judaism,0.0
2010,Israel,Middle East-North Africa,Christianity,150000.0
2010,Israel,Middle East-North Africa,Islam,1380000.0
2010,Israel,Middle East-North Africa,Unaffiliated Religions,230000.0
2010,Israel,Middle East-North Africa,Hinduism,0.0
2010,Israel,Middle East-North Africa,Buddhism,20000.0
2010,Israel,Middle East-North Africa,Folk Religions,20000.0
2010,Israel,Middle East-North Africa,Other Religions,0.0
2010,Israel,Middle East-North Africa,Judaism,5610000.0
2010,Italy,Europe,Christianity,50440000
2010,Italy,Europe,Islam,2220000.0
2010,Italy,Europe,Unaffiliated Religions,7500000.0
2010,Italy,Europe,Hinduism,90000.0
2010,Italy,Europe,Buddhism,110000.0
2010,Italy,Europe,Folk Religions,80000.0
2010,Italy,Europe,Other Religions,60000.0
2010,Italy,Europe,Judaism,50000.0
2010,Jamaica,Latin America-Caribbean,Christianity,2120000.0
2010,Jamaica,Latin America-Caribbean,Islam,0.0
2010,Jamaica,Latin America-Caribbean,Unaffiliated Religions,470000.0
2010,Jamaica,Latin America-Caribbean,Hinduism,0.0
2010,Jamaica,Latin America-Caribbean,Buddhism,0.0
2010,Jamaica,Latin America-Caribbean,Folk Religions,120000.0
2010,Jamaica,Latin America-Caribbean,Other Religions,30000.0
2010,Jamaica,Latin America-Caribbean,Judaism,0.0
2010,Japan,Asia-Pacific,Christianity,2030000.0
2010,Japan,Asia-Pacific,Islam,200000.0
2010,Japan,Asia-Pacific,Unaffiliated Religions,72120000
2010,Japan,Asia-Pacific,Hinduism,30000.0
2010,Japan,Asia-Pacific,Buddhism,45820000
2010,Japan,Asia-Pacific,Folk Religions,450000.0
2010,Japan,Asia-Pacific,Other Religions,5890000.0
2010,Japan,Asia-Pacific,Judaism,0.0
2010,Jordan,Middle East-North Africa,Christianity,130000.0
2010,Jordan,Middle East-North Africa,Islam,6010000.0
2010,Jordan,Middle East-North Africa,Unaffiliated Religions,0.0
2010,Jordan,Middle East-North Africa,Hinduism,0.0
2010,Jordan,Middle East-North Africa,Buddhism,20000.0
2010,Jordan,Middle East-North Africa,Folk Religions,0.0
2010,Jordan,Middle East-North Africa,Other Religions,0.0
2010,Jordan,Middle East-North Africa,Judaism,0.0
2010,Kazakhstan,Asia-Pacific,Christianity,3970000.0
2010,Kazakhstan,Asia-Pacific,Islam,11290000
2010,Kazakhstan,Asia-Pacific,Unaffiliated Religions,670000.0
2010,Kazakhstan,Asia-Pacific,Hinduism,0.0
2010,Kazakhstan,Asia-Pacific,Buddhism,40000.0
2010,Kazakhstan,Asia-Pacific,Folk Religions,50000.0
2010,Kazakhstan,Asia-Pacific,Other Religions,20000.0
2010,Kazakhstan,Asia-Pacific,Judaism,0.0
2010,Kenya,Sub-Saharan Africa,Christianity,34340000
2010,Kenya,Sub-Saharan Africa,Islam,3920000.0
2010,Kenya,Sub-Saharan Africa,Unaffiliated Religions,1000000.0
2010,Kenya,Sub-Saharan Africa,Hinduism,60000.0
2010,Kenya,Sub-Saharan Africa,Buddhism,0.0
2010,Kenya,Sub-Saharan Africa,Folk Religions,690000.0
2010,Kenya,Sub-Saharan Africa,Other Religions,500000.0
2010,Kenya,Sub-Saharan Africa,Judaism,0.0
2010,Kiribati,Asia-Pacific,Christianity,90000.0
2010,Kiribati,Asia-Pacific,Islam,0.0
2010,Kiribati,Asia-Pacific,Unaffiliated Religions,0.0
2010,Kiribati,Asia-Pacific,Hinduism,0.0
2010,Kiribati,Asia-Pacific,Buddhism,0.0
2010,Kiribati,Asia-Pacific,Folk Religions,0.0
2010,Kiribati,Asia-Pacific,Other Religions,0.0
2010,Kiribati,Asia-Pacific,Judaism,0.0
2010,Kosovo,Europe,Christianity,110000.0
2010,Kosovo,Europe,Islam,1660000.0
2010,Kosovo,Europe,Unaffiliated Religions,0.0
2010,Kosovo,Europe,Hinduism,0.0
2010,Kosovo,Europe,Buddhism,0.0
2010,Kosovo,Europe,Folk Religions,0.0
2010,Kosovo,Europe,Other Religions,0.0
2010,Kosovo,Europe,Judaism,0.0
2010,Kuwait,Middle East-North Africa,Christianity,390000.0
2010,Kuwait,Middle East-North Africa,Islam,2030000.0
2010,Kuwait,Middle East-North Africa,Unaffiliated Religions,0.0
2010,Kuwait,Middle East-North Africa,Hinduism,230000.0
2010,Kuwait,Middle East-North Africa,Buddhism,80000.0
2010,Kuwait,Middle East-North Africa,Folk Religions,0.0
2010,Kuwait,Middle East-North Africa,Other Religions,0.0
2010,Kuwait,Middle East-North Africa,Judaism,0.0
2010,Kyrgyzstan,Asia-Pacific,Christianity,610000.0
2010,Kyrgyzstan,Asia-Pacific,Islam,4690000.0
2010,Kyrgyzstan,Asia-Pacific,Unaffiliated Religions,20000.0
2010,Kyrgyzstan,Asia-Pacific,Hinduism,0.0
2010,Kyrgyzstan,Asia-Pacific,Buddhism,0.0
2010,Kyrgyzstan,Asia-Pacific,Folk Religions,0.0
2010,Kyrgyzstan,Asia-Pacific,Other Religions,0.0
2010,Kyrgyzstan,Asia-Pacific,Judaism,0.0
2010,Laos,Asia-Pacific,Christianity,90000.0
2010,Laos,Asia-Pacific,Islam,0.0
2010,Laos,Asia-Pacific,Unaffiliated Religions,50000.0
2010,Laos,Asia-Pacific,Hinduism,0.0
2010,Laos,Asia-Pacific,Buddhism,4100000.0
2010,Laos,Asia-Pacific,Folk Religions,1910000.0
2010,Laos,Asia-Pacific,Other Religions,50000.0
2010,Laos,Asia-Pacific,Judaism,0.0
2010,Latvia,Europe,Christianity,1260000.0
2010,Latvia,Europe,Islam,0.0
2010,Latvia,Europe,Unaffiliated Religions,990000.0
2010,Latvia,Europe,Hinduism,0.0
2010,Latvia,Europe,Buddhism,0.0
2010,Latvia,Europe,Folk Religions,0.0
2010,Latvia,Europe,Other Religions,0.0
2010,Latvia,Europe,Judaism,0.0
2010,Lebanon,Middle East-North Africa,Christianity,1620000.0
2010,Lebanon,Middle East-North Africa,Islam,2590000.0
2010,Lebanon,Middle East-North Africa,Unaffiliated Religions,10000.0
2010,Lebanon,Middle East-North Africa,Hinduism,0.0
2010,Lebanon,Middle East-North Africa,Buddhism,0.0
2010,Lebanon,Middle East-North Africa,Folk Religions,0.0
2010,Lebanon,Middle East-North Africa,Other Religions,0.0
2010,Lebanon,Middle East-North Africa,Judaism,0.0
2010,Lesotho,Sub-Saharan Africa,Christianity,2100000.0
